ID,Name,Sex,Age,Height,Weight,Team,Year,Season,City,Sport,Event,Medal
1012,Rubn Adorno Melndez,M,23.0,190.0,91.0,Puerto Rico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
1312,Michael H. G. Ah Matt,M,21.0,188.0,73.0,Australia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
2212,Armenak Alachachyan,M,33.0,176.0,74.0,Soviet Union,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
2950,Alberto Almanza Gonzlez,M,24.0,202.0,82.0,Mexico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
3331,Amaury Antnio Pasos,M,28.0,190.0,90.0,Brazil,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
4453,Martin Ansa Ortz,M,23.0,180.0,70.0,Puerto Rico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
4965,Miguel Arellano Moreno,M,23.0,187.0,81.0,Mexico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
6112,Eulalio Avila Senz,M,23.0,198.0,87.0,Mexico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
6756,Juan Ramn Bez Maurio,M,29.0,189.0,80.0,Puerto Rico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
6824,Mykola Lvovych Bahlei,M,27.0,190.0,88.0,Soviet Union,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
6852,Katsuo Bai,M,23.0,182.0,77.0,Japan,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
7506,Bang Yeol,M,23.0,178.0,66.0,South Korea,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
7958,"Velvet James ""Jim"" Barnes",M,23.0,201.0,109.0,USA,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
9947,Oscar Benalczar,M,21.0,189.0,92.0,Peru,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
9978,Jnos Bencze,M,29.0,198.0,103.0,Hungary,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
10869,"Gianfranco ""Franco"" Bertini",M,26.0,184.0,74.0,Italy,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
11648,"Ubiratan ""Bira"" Pereira Maciel",M,20.0,196.0,96.0,Brazil,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
11734,Walter Allan Birtles,M,27.0,198.0,90.0,Canada,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
12212,Tadeusz Micha Blauth,M,25.0,204.0,75.0,Poland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
12803,Mikls Bohty,M,28.0,192.0,82.0,Hungary,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
14504,"William Warren ""Bill"" Bradley",M,21.0,196.0,93.0,USA,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
15555,"Lawrence Harvey ""Larry"" Brown",M,24.0,178.0,73.0,USA,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
16187,Sauro Bufalini,M,23.0,197.0,95.0,Italy,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
17417,"Joseph Louis ""Joe"" Caldwell",M,22.0,196.0,89.0,USA,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
17855,ngel Cancel Acevedo,M,24.0,190.0,84.0,Puerto Rico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
21510,Edison Antonio Ciavattone Samprez,M,26.0,182.0,84.0,Uruguay,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
22330,"Kenneth Frank ""Ken"" Cole",M,20.0,204.0,89.0,Australia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
23453,"Melvin Grant ""Mel"" Counts",M,22.0,213.0,102.0,USA,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
24061,"Tefilo ""Teo"" Cruz Downs",M,22.0,200.0,81.0,Puerto Rico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
24487,Vladimir Cvetkovi,M,23.0,196.0,92.0,Yugoslavia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
24553,Krystian Jacek Czernichowski,M,34.0,194.0,81.0,Poland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
25150,"Mikelis Reinis ""Mike"" Dancis",M,26.0,201.0,105.0,Australia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
25166,Ivo Daneu,M,27.0,183.0,80.0,Yugoslavia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
25603,"Theodore L. S. ""Scott"" Davie",M,24.0,178.0,69.0,Australia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
25616,"Richard Allen ""Dick"" Davies",M,28.0,186.0,80.0,USA,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
26355,Ramiro Eduardo de Len Ibarra,M,26.0,179.0,82.0,Uruguay,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
29963,Zbigniew Dregier,M,29.0,180.0,74.0,Poland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
30101,Evelio Droz Ramos,M,27.0,190.0,80.0,Puerto Rico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
30225,Enrique Duarte Mungi,M,26.0,190.0,88.0,Peru,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
30231,Luis Duarte Mungi,M,23.0,197.0,88.0,Peru,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
30235,Ral Duarte Mungi,M,19.0,206.0,89.0,Peru,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
30236,Ricardo Duarte Mungi,M,24.0,202.0,91.0,Peru,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
30970,Nemanja uri,M,28.0,195.0,93.0,Yugoslavia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
31456,"Edson ""Edson Bispo"" Bispo dos Santos",M,29.0,195.0,86.0,Brazil,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
31549,Yoshitaka Egawa,M,21.0,185.0,80.0,Japan,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
31760,Vital Eiselt,M,23.0,187.0,78.0,Yugoslavia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
35436,Teijo Uolevi Finneman,M,20.0,183.0,78.0,Finland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
35688,Ottorino Flaborea,M,24.0,197.0,105.0,Italy,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
37067,Kazimierz Frelkiewicz,M,24.0,181.0,75.0,Poland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
37266,"Friedrich Wilhelm ""Fritz"" Braun",M,23.0,193.0,92.0,Brazil,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
37336,Jaime Frontera Colley,M,23.0,190.0,96.0,Puerto Rico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
37475,Seiji Fujie,M,23.0,192.0,79.0,Japan,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
37766,Lszl Gabnyi,M,29.0,202.0,95.0,Hungary,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
37846,Manuel Roberto Gadea,M,22.0,186.0,77.0,Uruguay,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
38505,ngel Garca Lucas,M,22.0,188.0,79.0,Puerto Rico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
38634,Luis Agustin Garca Guido,M,23.0,187.0,85.0,Uruguay,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
38751,John Neville Gardiner,M,21.0,191.0,89.0,Australia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
39131,Giovanni Angelo Gavagnin,M,28.0,200.0,94.0,Italy,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
39219,Lindsay John Casson Gaze,M,28.0,184.0,76.0,Australia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
40463,Augusto Giomo,M,24.0,187.0,74.0,Italy,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
40654,Giuseppe Gjergja,M,26.0,176.0,74.0,Yugoslavia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
40721,rpd Glatz,M,25.0,191.0,84.0,Hungary,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
41134,"Rollit James ""Rolly"" Goldring",M,27.0,198.0,90.0,Canada,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
41322,Julio Csar Gmez Mateo,M,23.0,178.0,89.0,Uruguay,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
41787,Slobodan Gordi,M,27.0,192.0,93.0,Yugoslavia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
42319,Luis Enrique Grajeda Alvarado,M,27.0,179.0,72.0,Mexico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
42766,Jnos Greminger,M,35.0,180.0,69.0,Hungary,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
44193,Toms Gutirrez Ferrer,M,23.0,182.0,78.0,Puerto Rico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
44266,Jos Guzmn,M,27.0,190.0,75.0,Peru,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
44428,Ha Ui-Geon,M,21.0,189.0,80.0,South Korea,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
44442,Andrs Han,M,18.0,185.0,80.0,Hungary,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
44580,Brendon Alan Hackwill,M,22.0,204.0,86.0,Australia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
46059,Juha Anton Kalervo Harjula,M,22.0,191.0,70.0,Finland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
46285,Keith Chapman Hartley,M,23.0,200.0,85.0,Canada,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
46916,"Walter Raphael ""Walt"" Hazzard",M,22.0,191.0,91.0,USA,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
46980,John Alastair Heard,M,25.0,186.0,73.0,Australia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
47882,Rafael Heredia Estrella,M,27.0,190.0,78.0,Mexico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
48133,Armando Herrera Montoya,M,28.0,170.0,69.0,Mexico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
49053,"Lszl ""Les"" Hdi",M,30.0,192.0,84.0,Australia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
50379,Barry Franklin Howson,M,25.0,188.0,76.0,Canada,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
52111,Fred Einer Ingaldson,M,32.0,190.0,85.0,Canada,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
53134,"Lucious Brown ""Luke"" Jackson, Jr.",M,22.0,206.0,107.0,USA,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
54032,Jatyr Eduardo Schall,M,25.0,186.0,85.0,Brazil,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
54555,Jeong Jin-Bong,M,21.0,185.0,80.0,South Korea,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
56685,Nobuo Kaiho,M,22.0,168.0,65.0,Japan,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
56787,Risto Antero Kala,M,23.0,187.0,78.0,Finland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
56941,Juris Kalni,M,26.0,185.0,85.0,Soviet Union,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
57240,Tibor Kangyal,M,22.0,185.0,78.0,Hungary,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
58091,Kauko Kalervo Kauppinen,M,24.0,187.0,78.0,Finland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
59473,Vyacheslav Aleksandrovich Khrynin,M,27.0,182.0,60.0,Soviet Union,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
60007,Kim In-Geon,M,20.0,180.0,70.0,South Korea,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
60087,Kim Jong-Seon,M,25.0,189.0,80.0,South Korea,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
60157,Kim Mu-Hyeon,M,23.0,177.0,72.0,South Korea,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
60239,Kim Seung-Gyu,M,21.0,193.0,80.0,South Korea,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
60324,Kim Yeong-Gi,M,28.0,178.0,66.0,South Korea,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
60334,Kim Yeong-Il,M,22.0,187.0,80.0,South Korea,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
61843,Pl Koczka,M,25.0,194.0,84.0,Hungary,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
61848,Akira Kodama,M,20.0,196.0,79.0,Japan,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
62724,Radivoj Kora,M,25.0,193.0,94.0,Yugoslavia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
62829,Yury Ivanovich Korneyev,M,27.0,198.0,92.0,Soviet Union,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
63104,Luis Eduardo Koster Pea,M,22.0,182.0,84.0,Uruguay,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
63358,Dragan Kovai,M,25.0,193.0,91.0,Yugoslavia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
64369,Jnis Krmi,M,34.0,218.0,141.0,Soviet Union,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
65622,Pertti Juhani Laanti,M,25.0,195.0,85.0,Finland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
66244,Timo Heikki Ernest Lampn,M,30.0,195.0,87.0,Finland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
67791,Lee Byeong-Gu,M,22.0,175.0,68.0,South Korea,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
68698,dn Lendvay,M,21.0,196.0,94.0,Hungary,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
69827,Kari Tapani Liimo,M,20.0,200.0,94.0,Finland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
69828,Martti Juhani Liimo,M,23.0,193.0,86.0,Finland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
69849,Bohdan Stanisaw Likszo,M,24.0,199.0,106.0,Poland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
70105,Werner Rudolph Linde,M,19.0,183.0,78.0,Australia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
70187,Raimo Allan Lindholm,M,32.0,190.0,85.0,Finland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
70433,Jaak Lipso,M,24.0,200.0,95.0,Soviet Union,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
71146,Gianfranco Lombardi,M,23.0,194.0,96.0,Italy,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
71890,Mieczysaw Edwin opatka,M,25.0,196.0,95.0,Poland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
73493,James W. H. Maguire,M,25.0,195.0,83.0,Canada,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
74516,Uolevi Manninen,M,27.0,202.0,107.5,Finland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
75309,Wlamir Marques,M,27.0,185.0,80.0,Brazil,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
75329,Walter Mrquez Busto,M,27.0,181.0,85.0,Uruguay,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
76111,Massimo Masini,M,19.0,208.0,105.0,Italy,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
76303,Takashi Masuda,M,24.0,183.0,75.0,Japan,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
76949,Jorge Maya Dodera,M,20.0,177.0,79.0,Uruguay,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
77259,"William ""Bill"" McCadney",M,29.0,200.0,96.0,Puerto Rico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
77266,"John Paul ""Pete"" McCaffrey",M,25.0,198.0,98.0,USA,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
77727,John Hubert McKibbon,M,25.0,200.0,97.0,Canada,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
80295,Victor Mirshauswka,M,23.0,189.0,83.0,Brazil,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
82209,Fumihiko Moroyama,M,21.0,186.0,78.0,Japan,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
82420,Levan Moseshvili,M,24.0,198.0,96.0,Soviet Union,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
82467,"Carlos ""Mosquito"" Domingos Massoni",M,25.0,178.0,80.0,Brazil,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
82935,Valdis Muinieks,M,29.0,183.0,77.0,Soviet Union,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
83188,"Jeffrey Vincent ""Jeff"" Mullins",M,22.0,192.0,86.0,USA,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
83230,Mun Hyeon-Jang,M,27.0,182.0,70.0,South Korea,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
84314,Kunihiko Nakamura,M,25.0,188.0,77.0,Japan,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
84512,Setsuo Nara,M,27.0,175.0,68.0,Japan,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
86270,Miodrag Nikoli,M,26.0,188.0,83.0,Yugoslavia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
88648,Stanisaw Feliks Olejniczak,M,26.0,193.0,84.0,Poland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
92844,Giusto Pellanera,M,26.0,186.0,80.0,Italy,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
92951,Mario Pea Maldonado,M,24.0,186.0,85.0,Mexico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
93174,Simon Peredes,M,18.0,180.0,82.0,Peru,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
93461,Andrzej Mieczysaw Perka,M,23.0,186.0,81.0,Poland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
94050,"Zvonimir ""Zvonko"" Petrievi",M,24.0,210.0,130.0,Yugoslavia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
94098,Aleksandr Pavlovich Petrov,M,25.0,208.0,103.0,Soviet Union,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
94707,Gianfranco Claudio Sergio Pieri,M,27.0,191.0,81.0,Italy,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
94874,Jorma Kalevi Pilkevaara,M,18.0,187.0,84.0,Finland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
95180,Sergio Pisano Pereira,M,23.0,191.0,92.0,Uruguay,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
95196,Jerzy Andrzej Piskun,M,26.0,199.0,80.0,Poland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
95833,Gyrgy Plik,M,25.0,191.0,72.0,Hungary,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
96079,"Ricardo Antonio ""Rico"" Pontvianne Jimnez",M,20.0,189.0,83.0,Mexico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
96661,Washington Augusto Poyet Carreras,M,25.0,189.0,83.0,Uruguay,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
96979,Jzsef Prieszol,M,21.0,193.0,88.0,Hungary,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
97351,Andrzej Stefan Pstrokoski,M,28.0,185.0,90.0,Poland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
97948,Carlos Mario Quintanar Rohana,M,25.0,194.0,87.0,Mexico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
98093,Jnos Rcz,M,23.0,185.0,85.0,Hungary,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
98292,"Manuel ""Manolo"" Raga Navarro",M,20.0,187.0,77.0,Mexico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
98479,Trajko Rajkovi,M,26.0,204.0,96.0,Yugoslavia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
99321,Dragoslav Ranatovi,M,23.0,190.0,90.0,Yugoslavia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
100272,Warren Alfred Reynolds,M,28.0,193.0,88.0,Canada,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
100370,Waldemar Jos Rial Ferrari,M,24.0,191.0,99.0,Uruguay,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
100586,"Reuben ""Ruby"" Richman",M,30.0,175.0,72.0,Canada,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
101502,Alvaro Eduardo Roca Despeyroux,M,24.0,190.0,88.0,Uruguay,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
101870,Clifford Carl Rodwell,M,20.0,203.0,89.0,Australia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
102507,"Carmo ""Rosa Branca"" de Souza",M,24.0,190.0,89.0,Brazil,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
105451,Toms Sangio,M,22.0,195.0,80.0,Peru,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
105749,Gianfranco Sardagna,M,29.0,190.0,80.0,Italy,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
108827,"Srgio ""Srgio Macarro"" de Toledo Machado",M,19.0,191.0,88.0,Brazil,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
108987,Oscar Sevilla,M,21.0,188.0,76.0,Peru,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
109731,Masashi Shiga,M,25.0,176.0,73.0,Japan,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
109860,Jerry Franklin Shipp,M,29.0,198.0,89.0,USA,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
110748,Jos Edvar Simes,M,21.0,185.0,80.0,Brazil,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
110921,Sin Dong-Pa,M,20.0,187.0,74.0,South Korea,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
111446,Krzysztof Marek Sitkowski,M,28.0,180.0,69.0,Poland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
115990,George William Stulac,M,30.0,170.0,70.0,Canada,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
115991,Joseph Stulac,M,29.0,183.0,83.0,Canada,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
116136,Antnio Salvador Sucar,M,25.0,200.0,100.0,Brazil,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Bronze
121739,Aleksandr Konstantinovich Travin,M,27.0,188.0,85.0,Soviet Union,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
122407,Katsuji Tsunoda,M,21.0,195.0,79.0,Japan,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
123979,Manuel Valerio,M,21.0,180.0,88.0,Peru,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
125293,Jorge Vargas,M,22.0,182.0,85.0,Peru,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
125349,Raimo Veikko Vartia,M,27.0,184.0,78.5,Finland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
125464,Carlos Vsquez Pancorvo,M,22.0,200.0,105.0,Peru,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
126279,Gabriele Vianello,M,26.0,191.0,83.0,Italy,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
126306,Juan Vicns Sastre,M,30.0,175.0,80.0,Puerto Rico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
126904,Paolo Vittori,M,26.0,191.0,91.0,Italy,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
127224,Gennady Georgiyevich Volnov,M,24.0,200.0,84.0,Soviet Union,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
127990,Kaoru Wakabayashi,M,26.0,178.0,71.0,Japan,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
130141,Janusz Wiktor Wichowski,M,29.0,196.0,88.0,Poland,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
130843,"George ""Jiff"" Wilson",M,22.0,203.0,95.0,USA,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
131909,"William George ""Bill"" Wyatt",M,26.0,185.0,89.0,Australia,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
133882,Alberto Zamot Bula,M,21.0,170.0,75.0,Puerto Rico,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
1012,Rubn Adorno Melndez,M,27.0,190.0,91.0,Puerto Rico,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
1121,Arturo Ernesto Agard,M,31.0,195.0,96.0,Panama,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
2257,Mohammed Al-Alaoui,M,24.0,188.0,84.0,Morocco,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
3013,Lorenzo Alocn Castan,M,30.0,194.0,89.0,Spain,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
3135,Nicolas Noel Alvarado Lay,M,24.0,190.0,85.0,Panama,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
4176,Vladimir Georgiyevich Andreyev,M,23.0,215.0,90.0,Soviet Union,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,Bronze
4680,Jos Aparecido Aparecido dos Santos,M,21.0,201.0,88.0,Brazil,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
4965,Miguel Arellano Moreno,M,27.0,187.0,81.0,Mexico,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
5580,scar Asiain Ruiz,M,19.0,180.0,75.0,Mexico,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
6194,Antonio Ayala Arias,M,21.0,200.0,95.0,Mexico,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
8104,"Michael Thomas ""Mike"" Barrett",M,25.0,188.0,73.0,USA,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,Gold
8844,"Orlando ""Orly"" Bauzon",M,23.0,186.0,83.0,Philippines,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
9521,Allal Bel Caid,M,28.0,198.0,87.0,Morocco,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
9523,Abdel Jabbar Bel Gnaoui,M,26.0,185.0,75.0,Morocco,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
9783,Sergey Aleksandrovich Belov,M,24.0,190.0,82.0,Soviet Union,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,Bronze
11648,"Ubiratan ""Bira"" Pereira Maciel",M,24.0,196.0,96.0,Brazil,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
12027,Percibal Eduardo Blades Brooks,M,25.0,188.0,82.0,Panama,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
13906,Fathallah Bouazzaoui,M,,185.0,74.0,Morocco,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
